Column1;RefCode;IDCode;SiteCode.x;BatGenus;BatSpecies;CurrentBatSpecies;TrophicGuild;PlantFamily;PlantGenus;PlantSpecies;CurrentPlantSpecies;LifeForm;SuccessionalStage;Interaction;Weight;SiteCode.y;Locality;State;Country;Latitude;Longitude;Precision;YearStart;YearEnd;Duration;SamplingEffort;StudyType;EcologicalScale;SamplingMethod;SamplingSeason;Vegetation;VegType;Ecoregion;Domain;Elevation;X1kmAlt;AnnRain;MeaAnnTemp;PET;GAI
2508;BPR121;BPI2018;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Urticaceae;Cecropia;Cecropia pachystachya;Cecropia pachystachya;Tree;Early;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2509;BPR121;BPI2019;BPA146;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Urticaceae;Cecropia;Cecropia pachystachya;Cecropia pachystachya;Tree;Early;Frugivory;14;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2510;BPR121;BPI2020;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;NA;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2511;BPR121;BPI2021;BPA146;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;NA;NA;Frugivory;4;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2512;BPR121;BPI2022;BPA146;Chiroderma;Chiroderma doriae;Chiroderma doriae;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;NA;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2513;BPR121;BPI2023;BPA146;Artibeus;Artibeus planirostris;Artibeus planirostris;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;NA;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2514;BPR121;BPI2024;BPA146;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Moraceae;Ficus;Ficus sp.;Ficus sp.;NA;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2515;BPR121;BPI2025;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper amalago;Piper amalago;Shrub;Early;Frugivory;24;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2516;BPR121;BPI2026;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Piperaceae;Piper;Piper amalago;Piper amalago;Shrub;Early;Frugivory;5;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2517;BPR121;BPI2027;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper arboreum;Piper arboreum;Shrub;Early;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2518;BPR121;BPI2028;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Piperaceae;Piper;Piper arboreum;Piper arboreum;Shrub;Early;Frugivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2519;BPR121;BPI2029;BPA146;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Piperaceae;Piper;Piper arboreum;Piper arboreum;Shrub;Early;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2520;BPR121;BPI2030;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper glabratum;Piper glabratum;Shrub;NA;Frugivory;11;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2521;BPR121;BPI2031;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Piperaceae;Piper;Piper glabratum;Piper glabratum;Shrub;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2522;BPR121;BPI2032;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper sp.;Piper sp.;Shrub;NA;Frugivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2523;BPR121;BPI2033;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Piperaceae;Piper;Piper sp.;Piper sp.;Shrub;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2524;BPR121;BPI2034;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Leguminosae;Copaifera;Copaifera langsdorfii;Copaifera langsdorffii;Tree;Late;Frugivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2525;BPR121;BPI2035;BPA146;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Melastomataceae;Miconia;Miconia albicans;Miconia albicans;Shrub;Early;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2526;BPR121;BPI2036;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Solanum;Solanum paniculatum;Solanum paniculatum;Shrub;Early;Frugivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2527;BPR121;BPI2037;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum inaequale;Solanum pseudoquina;Shrub;Early;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2528;BPR121;BPI2038;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Solanum;Solanum inaequale;Solanum pseudoquina;Shrub;Early;Frugivory;4;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2529;BPR121;BPI2039;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Solanaceae;Solanum;Solanum sp3.;Solanum sp.;NA;NA;Frugivory;4;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2530;BPR121;BPI2040;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Unidentified;Unidentified;Unidentified seed;Unidentified sp.;NA;NA;Frugivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2531;BPR121;BPI2041;BPA146;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;Frugivore;Unidentified;Unidentified;Unidentified seed;Unidentified sp.;NA;NA;Frugivory;3;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2532;BPR121;BPI2042;BPA146;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2533;BPR121;BPI2043;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Caryocaraceae;Caryocar;Caryocar brasiliense;Caryocar brasiliense;Tree;NA;Nectarivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2534;BPR121;BPI2044;BPA146;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Bauhinia;Bauhinia holophylla;Bauhinia rufa;Tree;Late;Nectarivory;5;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2535;BPR121;BPI2045;BPA146;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Leguminosae;Bauhinia;Bauhinia holophylla;Bauhinia rufa;Tree;Late;Nectarivory;3;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2536;BPR121;BPI2046;BPA146;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Bauhinia;Bauhinia sp.;Bauhinia sp.;NA;NA;Nectarivory;6;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2537;BPR121;BPI2047;BPA146;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Leguminosae;Bauhinia;Bauhinia sp.;Bauhinia sp.;NA;NA;Nectarivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2538;BPR121;BPI2048;BPA146;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Bauhinia;Bauhinia sp.;Bauhinia sp.;NA;NA;Nectarivory;4;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2539;BPR121;BPI2049;BPA146;Sturnira;Sturnira lilium;Sturnira lilium;Frugivore;Leguminosae;Bauhinia;Bauhinia sp.;Bauhinia sp.;NA;NA;Nectarivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2540;BPR121;BPI2050;BPA146;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Leguminosae;Hymenaea;Hymenaea sp.;Hymenaea sp.;Tree;NA;Nectarivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2541;BPR121;BPI2051;BPA146;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Malvaceae;Luehea;Luehea paniculata;Luehea paniculata;Shrub;NA;Nectarivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2542;BPR121;BPI2052;BPA146;Anoura;Anoura geoffrogyii;Anoura geoffroyi;Nectarivore;Malvaceae;Luehea;Luehea paniculata;Luehea paniculata;Shrub;NA;Nectarivory;1;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2543;BPR121;BPI2053;BPA146;Anoura;Anoura caudifer;Anoura caudifer;Nectarivore;Malvaceae;Luehea;Luehea paniculata;Luehea paniculata;Shrub;NA;Nectarivory;2;BPA146;Panga Ecological Reserve;Minas Gerais;Brazil;-19,1797;-48,4562;Precise;1990;1991;12;211;Bat diet;Assemblage;Feces collection;Dry and Wet;Scrub woodland and mesofitic forest;Seasonal riverine forest;Cerrado;Cerrado;800;763;1542;21.9;1559;0.9889
2568;BPR125;BPI2078;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Apocynaceae;Couma;Couma utilis;Couma utilis;Tree;NA;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2569;BPR125;BPI2079;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Clusiaceae;Tovomita;Tovomita sp.;Tovomita sp.;Tree;Late;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2570;BPR125;BPI2080;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Hypericaceae;Vismia;Vismia cayennensis;Vismia cayennensis;Tree;Early;Frugivory;13;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2571;BPR125;BPI2081;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Hypericaceae;Vismia;Vismia duckei;Vismia macrophylla;Tree;Early;Frugivory;12;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2572;BPR125;BPI2082;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Hypericaceae;Vismia;Vismia glabra;Vismia glabra;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2573;BPR125;BPI2083;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Hypericaceae;Vismia;Vismia guianensis;Vismia guianensis;Tree;Early;Frugivory;96;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2574;BPR125;BPI2084;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Hypericaceae;Vismia;Vismia sp.;Vismia sp.;NA;NA;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2575;BPR125;BPI2085;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Humiriaceae;Sacoglottis;Sacoglottis guianensis;Sacoglottis guianensis;Tree;NA;Frugivory;5;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2576;BPR125;BPI2086;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Malpighiaceae;Byrsonima;Byrsonima sp.;Byrsonima sp.;NA;NA;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2577;BPR125;BPI2087;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Moraceae;Brosimum;Brosimum sp.;Brosimum sp.;Tree;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2578;BPR125;BPI2088;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Urticaceae;Cecropia;Cecropia concolor;Cecropia concolor;Tree;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2579;BPR125;BPI2089;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Urticaceae;Cecropia;Cecropia palmata;Cecropia palmata;Tree;Early;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2580;BPR125;BPI2090;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Moraceae;Ficus;Ficus maxima;Ficus maxima;Tree;Late;Frugivory;5;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2581;BPR125;BPI2091;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Myrtaceae;Syzygium;Eugenia jambolana;Syzygium cumini;Tree;Late;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2582;BPR125;BPI2092;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Myrtaceae;Myrcia;Myrcia paivae;Myrcia paivae;Tree;Early;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2583;BPR125;BPI2093;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Myrtaceae;Psidium;Psidium guineense;Psidium guineense;Tree;Late;Frugivory;1;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2584;BPR125;BPI2094;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper aduncum;Piper aduncum;Shrub;Early;Frugivory;114;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2585;BPR125;BPI2095;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper arboreum;Piper arboreum;Shrub;Early;Frugivory;4;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2586;BPR125;BPI2096;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper cyrtopodon;Piper cyrtopodon;Shrub;Early;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2587;BPR125;BPI2097;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper hostmannianum;Piper hostmannianum;Shrub;NA;Frugivory;2;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2588;BPR125;BPI2098;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper tuberculatum;Piper tuberculatum;Shrub;Late;Frugivory;9;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2589;BPR125;BPI2099;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Piperaceae;Piper;Piper sp.;Piper sp.;Shrub;NA;Frugivory;7;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
2590;BPR125;BPI2100;BPA150;Carollia;Carrolia perspicillata;Carollia perspicillata;Frugivore;Solanaceae;Solanum;Solanum grandiflorum;Solanum grandiflorum;Tree;Early;Frugivory;8;BPA150;Manaus;Amazonas;Brazil;-29,58905;-59,977743;Precise;NA;NA;NA;NA;Bat diet;Assemblage;Feces collection;Dry and Wet;NA;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;71;2306;26.6;1325;17.395
