Column1;RefCode;IDCode;SiteCode.x;BatGenus;BatSpecies;CurrentBatSpecies;TrophicGuild;PlantFamily;PlantGenus;PlantSpecies;CurrentPlantSpecies;LifeForm;SuccessionalStage;Interaction;Weight;SiteCode.y;Locality;State;Country;Latitude;Longitude;Precision;YearStart;YearEnd;Duration;SamplingEffort;StudyType;EcologicalScale;SamplingMethod;SamplingSeason;Vegetation;VegType;Ecoregion;Domain;Elevation;X1kmAlt;AnnRain;MeaAnnTemp;PET;GAI
1133;BPR055;BPI1060;BPA063;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA062;Instituto Nacional de Pesquisas da Amazonia;Amazonas;Brazil;-30,97524;-59,986194;Precise;1993;1993;2;NA;Plant visitation;Population;Direct observation and Pollen Collection;Dry and Wet;NA;Rainforest;Japura-Solimoes-Negro moist forests;Amazonia;NA;67;2441;27;1316;18.543
1134;BPR055;BPI1060;BPA063;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA063;Maraca Ecological Reserve;Roraima;Brazil;-33,96128;-61,706532;Not precise;1988;1988;1;NA;Plant visitation;Population;Direct observation and Pollen Collection;Wet;NA;Rainforest;Guianan piedmont and lowland moist forests;Amazonia;NA;215;2099;26.3;1566;13.402
1135;BPR055;BPI1061;BPA063;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA062;Instituto Nacional de Pesquisas da Amazonia;Amazonas;Brazil;-30,97524;-59,986194;Precise;1993;1993;2;NA;Plant visitation;Population;Direct observation and Pollen Collection;Dry and Wet;NA;Rainforest;Japura-Solimoes-Negro moist forests;Amazonia;NA;67;2441;27;1316;18.543
1136;BPR055;BPI1061;BPA063;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Malvaceae;Ceiba;Ceiba pentandra;Ceiba pentandra;Tree;Early;Nectarivory;NA;BPA063;Maraca Ecological Reserve;Roraima;Brazil;-33,96128;-61,706532;Not precise;1988;1988;1;NA;Plant visitation;Population;Direct observation and Pollen Collection;Wet;NA;Rainforest;Guianan piedmont and lowland moist forests;Amazonia;NA;215;2099;26.3;1566;13.402
1370;BPR070;BPI1291;BPA079;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1371;BPR070;BPI1291;BPA079;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1372;BPR070;BPI1291;BPA079;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1373;BPR070;BPI1292;BPA079;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1374;BPR070;BPI1292;BPA079;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1375;BPR070;BPI1292;BPA079;Artibeus;Artibeus lituratus;Artibeus lituratus;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1376;BPR070;BPI1293;BPA079;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1377;BPR070;BPI1293;BPA079;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1378;BPR070;BPI1293;BPA079;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1379;BPR070;BPI1294;BPA079;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1380;BPR070;BPI1294;BPA079;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1381;BPR070;BPI1294;BPA079;Glossophaga;Glossophaga soricina;Glossophaga soricina;Nectarivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1382;BPR070;BPI1295;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia igneiflora;Parkia igneiflora;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1383;BPR070;BPI1295;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia igneiflora;Parkia igneiflora;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1384;BPR070;BPI1295;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia igneiflora;Parkia igneiflora;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1385;BPR070;BPI1296;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1386;BPR070;BPI1296;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1387;BPR070;BPI1296;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1388;BPR070;BPI1297;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1389;BPR070;BPI1297;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1390;BPR070;BPI1297;BPA079;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1391;BPR070;BPI1298;BPA079;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1392;BPR070;BPI1298;BPA079;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1393;BPR070;BPI1298;BPA079;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;Omnivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1394;BPR070;BPI1299;BPA079;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia igneiflora;Parkia igneiflora;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1395;BPR070;BPI1299;BPA079;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia igneiflora;Parkia igneiflora;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1396;BPR070;BPI1299;BPA079;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia igneiflora;Parkia igneiflora;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1397;BPR070;BPI1300;BPA079;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1398;BPR070;BPI1300;BPA079;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1399;BPR070;BPI1300;BPA079;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia nitida;Parkia nitida;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1400;BPR070;BPI1301;BPA079;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1401;BPR070;BPI1301;BPA079;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1402;BPR070;BPI1301;BPA079;Uroderma;Uroderma bilobatum;Uroderma bilobatum;Frugivore;Leguminosae;Parkia;Parkia pendula;Parkia pendula;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1403;BPR070;BPI1302;BPA080;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1404;BPR070;BPI1302;BPA080;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1405;BPR070;BPI1302;BPA080;Artibeus;Artibeus concolor;Artibeus concolor;Frugivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1406;BPR070;BPI1303;BPA080;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1407;BPR070;BPI1303;BPA080;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1408;BPR070;BPI1303;BPA080;Carollia;Carollia perspicillata;Carollia perspicillata;Frugivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1409;BPR070;BPI1304;BPA080;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1410;BPR070;BPI1304;BPA080;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
1411;BPR070;BPI1304;BPA080;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;Omnivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA081;Road BR316 Teresina to Picos at km 132;Piaui;Brazil;-60,33333;-42,283333;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Semi-arid thorny woodland;Caatinga;Caatinga;NA;224;1337;26.1;1729;0.7729
1412;BPR070;BPI1305;BPA080;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA079;Estacao Experimental de Silvicultura Tropical INPA;Amazonas;Brazil;-26,29916;-60,03549;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;Lowland terra firme forest;Rainforest;Uatuma-Trombetas moist forests;Amazonia;NA;70;2365;26.5;1335;17.707
1413;BPR070;BPI1305;BPA080;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;Omnivore;Leguminosae;Parkia;Parkia cachimboensis;Parkia cachimboensis;Tree;Late;Nectarivory;NA;BPA080;Base Aerea Serra do Cachimbo;Para;Brazil;-93,23868;-54,947227;Precise;1979;1979;12;NA;Plant visitation;Assemblage;Direct observation and Pollen Collection;Dry and Wet;NA;Savanna woodland;Mato Grosso seasonal forests;Cerrado;NA;490;2262;25.7;1468;15.404
