ID;Frugivore_Species;Plant_Species;Type of Interaction;Plant_family;Plant_genus;Plant_specific.epiteth;Plant_distribution;Plant_origin;Plant_Form;fruit_diameter;fruit_length;seed_diameter;seed_length;Fruit_color;Lipid_Score;Plants_IUCN;Frug_Class;Frug_Order;Frug_Family;Frug_Genus;Frug_Epitetus;Frug_Group;Frug_Body_Mass;Frug_Mean_Gape_Size;Frugivory_score;Frug_Migration_status;Frug_IUCN;Frug_Population_Trend;Study_Location;Latitude;Longitude;Precision;Study reference;Doi/Link;Study_Method
5098;Glossophaga soricina;Musa paradisiaca;Mutualistic;Musaceae;Musa;paradisiaca;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP;naturalized;herb;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5099;Micronycteris megalotis;Musa paradisiaca;Mutualistic;Musaceae;Musa;paradisiaca;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP;naturalized;herb;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Micronycteris;megalotis;Bats;6;11.3;1;NA;LC;Unknown;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5100;Phyllostomus hastatus;Musa paradisiaca;Mutualistic;Musaceae;Musa;paradisiaca;BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP;naturalized;herb;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;hastatus;Bats;95;26.98;3;NA;LC;Stable;Rio de Janeiro;-22,91;-43,17;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
2674;Brachyteles arachnoides;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2675;Sapajus nigritus;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Primates;Cebidae;Sapajus;nigritus;Primates;3500;NA;2;NA;NT;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
3807;Artibeus jamaicensis;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;jamaicensis;Bats;42;7.2;3;NA;LC;Stable;EspÁrito Santo;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3808;Artibeus lituratus;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;EspÁrito Santo;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3809;Carollia brevicauda;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;brevicauda;Bats;17;13.97;3;NA;LC;Stable;EspÁrito Santo;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3810;Carollia perspicillata;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;EspÁrito Santo;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3811;Glossophaga commissarisi;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;commissarisi;Bats;8;6.9;2;NA;LC;Stable;EspÁrito Santo ;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3812;Glossophaga soricina;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;EspÁrito Santo ;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3813;Phyllostomus discolor;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;discolor;Bats;38;19.6;3;NA;LC;Stable;EspÁrito Santo ;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3814;Phyllostomus hastatus;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;hastatus;Bats;95;26.98;3;NA;LC;Stable;EspÁrito Santo ;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3815;Sturnira lilium;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;lilium;Bats;21;14.79;3;NA;LC;Stable;EspÁrito Santo ;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
3816;Uroderma bilobatum;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Uroderma;bilobatum;Bats;16.5;NA;NA;NA;LC;Stable;EspÁrito Santo ;-19,18;-40,31;estado;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5085;Sciurus aestuans;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Rodentia;Sciuridae;Sciurus;aestuans;Rodents;215;NA;3;NA;LC;Unknown;NA;NA;NA;NA;Alvarenga  2002  ;http://server05.pucminas.br/teses/Zoologia_AlvarengaCA_1.pdf;Animal-oriented
5105;Artibeus jamaicensis;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;jamaicensis;Bats;42;7.2;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5106;Artibeus lituratus;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Artibeus;lituratus;Bats;88.5;21.11;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5107;Carollia brevicauda;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;brevicauda;Bats;17;13.97;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5108;Carollia perspicillata;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Carollia;perspicillata;Bats;16.5;14.29;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5109;Glossophaga commissarisi;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;commissarisi;Bats;8;6.9;2;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5110;Glossophaga soricina;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Glossophaga;soricina;Bats;9;13.71;2;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5111;Phyllostomus discolor;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;discolor;Bats;38;19.6;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5112;Phyllostomus hastatus;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Phyllostomus;hastatus;Bats;95;26.98;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5113;Sturnira lilium;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Sturnira;lilium;Bats;21;14.79;3;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
5114;Uroderma bilobatum;Musa rosacea;Mutualistic;Musaceae;Musa;rosacea;BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP;invasive;tree;NA;NA;NA;NA;black;1;NE;Mammalia;Chiroptera;Phyllostomidae;Uroderma;bilobatum;Bats;16.5;NA;NA;NA;LC;Stable;S®o Paulo;-23,55;-46,63;cidade;Bredt A et al 2012;http://www.livrariadocampus.com.br/products/Plantas-e-Morcegos-%252d-na-recupera%E7%E3o-de-%E1reas-degradadas-e-na-paisagem-urbana.html;Animal-oriented
2676;Brachyteles arachnoides;Myrceugenia myrcioides;Mutualistic;Myrtaceae;Myrceugenia;myrcioides;BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;7;1.6;8;NA;black;1;LC;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2677;Brachyteles arachnoides;Myrcia anacardiifolia;Mutualistic;Myrtaceae;Myrcia;anacardiifolia;BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;15;12;8;NA;black;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
4306;Brachyteles arachnoides;Myrcia anacardiifolia;Mutualistic;Myrtaceae;Myrcia;anacardiifolia;BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;15;12;8;NA;black;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;Reserva Biol¢gica de Una, BA;-15,20;-39,03;preciso;Catenacci 2009;10.1111/j.1744-7429.2009.00530.x;Animal-oriented
4307;Brachyteles arachnoides;Myrcia anacardiifolia;Mutualistic;Myrtaceae;Myrcia;anacardiifolia;BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;15;12;8;NA;black;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;Reserva Ecol¢gica Municipal Serra do Japi, SP;-23,18;-46,87;preciso;Caselli 2011;https://www.ncbi.nlm.nih.gov/pubmed/21861115;Animal-oriented
4333;Brachyteles arachnoides;Myrcia anacardiifolia;Mutualistic;Myrtaceae;Myrcia;anacardiifolia;BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;15;12;8;NA;black;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;Reserva Biol¢gica Augusto Ruschi, ES;-19,87;-40,55;preciso;Hilario 2010;https://scholar.google.com/citations?view_op=view_citation&hl=es&user=ZNY27dYAAAAJ&cstart=100&sortby=pubdate&citation_for_view=ZNY27dYAAAAJ:BqipwSGYUEgC;Animal-oriented
7400;Sapajus nigritus;Myrcia brasiliensis;Mutualistic;Myrtaceae;Myrcia;brasiliensis;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;11;12;5.7;NA;black;1;NE;Mammalia;Primates;Cebidae;Sapajus;nigritus;Primates;3500;NA;2;NA;NT;Decreasing;Parque Estadual de Intervales;-24,27;-48,41;preciso;Wesley S et al 2002;10.1079/9780851995250.0423;Network study
2678;Leontopithecus chrysomelas;Myrcia gigantea;Mutualistic;Myrtaceae;Myrcia;gigantea;BR-BA;native;NA;NA;NA;NA;NA;black;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;chrysomelas;Primates;600;NA;2;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2266;Nasua nasua;Myrcia hebepetala;Mutualistic;Myrtaceae;Myrcia;hebepetala;BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP;native;tree;9.4;9;8.8;10;black;1;NE;Mammalia;Carnivora;Procyonidae;Nasua;nasua;Carnivores;5100;NA;2;NA;LC;Decreasing;NA;NA;NA;NA;Amaral 2007;http://acervodigital.ufpr.br/bitstream/handle/1884/10178/Disserta%E7%E3o-C%E1ssio%20Amaral-PPGECO-UFPR-2007.pdf?sequence=1;Animal-oriented
7398;Cerdocyon thous;Myrcia hebepetala;Mutualistic;Myrtaceae;Myrcia;hebepetala;BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP;native;tree;9.4;9;8.8;10;black;1;NE;Mammalia;Carnivora;Canidae;Cerdocyon;thous;Carnivores;6500;NA;2;NA;LC;Stable;Parque Estadual de Intervales;-24,27;-48,41;preciso;Wesley S et al 2002;10.1079/9780851995250.0423;Network study
2681;Brachyteles arachnoides;Myrcia heringii;Mutualistic;Myrtaceae;Myrcia;heringii;BR-PR|BR-SC|BR-SP;native;tree;NA;NA;NA;NA;black;1;LC;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2684;Sapajus xanthosternos;Myrcia hirtiflora;Mutualistic;Myrtaceae;Myrcia;hirtiflora;BR-BA;native;tree;6.6;7.5;NA;NA;black;1;NE;Mammalia;Primates;Cebidae;Sapajus;xanthosternos;Primates;2950;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2682;Leontopithecus caissara;Myrcia isaiana;Mutualistic;Myrtaceae;Myrcia;isaiana;BR-AL|BR-BA|BR-ES|BR-PR|BR-RJ|BR-SP;native;tree;NA;NA;NA;5.42;NA;1;EN;Mammalia;Primates;Callitrichidae;Leontopithecus;caissara;Primates;570;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2683;Brachyteles arachnoides;Myrcia macrocarpa;Mutualistic;Myrtaceae;Myrcia;macrocarpa;BR-ES|BR-RJ|BR-SP;native;NA;1.8;1.7;5;5;NA;1;NE;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2685;Leontopithecus caissara;Myrcia palustris;Mutualistic;Myrtaceae;Myrcia;palustris;BR-BA|BR-ES|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;5.3;7;0.01;5.12;NA;1;NE;Mammalia;Primates;Callitrichidae;Leontopithecus;caissara;Primates;570;NA;2;NA;CR;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2686;Brachyteles arachnoides;Myrcia pubipetala;Mutualistic;Myrtaceae;Myrcia;pubipetala;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;11.6;13.2;0.3;6.58;black;1;LC;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2687;Brachyteles arachnoides;Myrcia pubipetala;Mutualistic;Myrtaceae;Myrcia;pubipetala;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;11.6;13.2;0.3;6.58;black;1;LC;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2688;Brachyteles arachnoides;Myrcia pubipetala;Mutualistic;Myrtaceae;Myrcia;pubipetala;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;11.6;13.2;0.3;6.58;black;1;LC;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
2689;Brachyteles arachnoides;Myrcia pubipetala;Mutualistic;Myrtaceae;Myrcia;pubipetala;BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP;native;tree;11.6;13.2;0.3;6.58;black;1;LC;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;Primates;10750;NA;3;NA;EN;Decreasing;NA;NA;NA;NA;Bufalo et al 2016 ;10.1007/s10764-016-9903-3;Animal-oriented
